Comando,Tipo,Regiao,Tamanho,Thread,Rodada,Init,Allocate,Mandelbrot,Write,Total
./mandelbrot_pth 0.175 0.375 -0.1 0.1 8192 1 ,SEQ,1,8192,1,1,0.00001,1.64271,30.34975,1.06387,33.05634
./mandelbrot_pth 0.175 0.375 -0.1 0.1 8192 1 ,SEQ,1,8192,1,2,0.00001,1.41287,29.84169,1.08021,32.33478
./mandelbrot_pth 0.175 0.375 -0.1 0.1 8192 1 ,SEQ,1,8192,1,3,0.00001,1.55470,31.00505,1.09817,33.65793
./mandelbrot_pth 0.175 0.375 -0.1 0.1 8192 1 ,SEQ,1,8192,1,4,0.00001,1.44889,29.99629,1.09056,32.53575
./mandelbrot_pth 0.175 0.375 -0.1 0.1 8192 1 ,SEQ,1,8192,1,5,0.00001,1.38632,30.14215,1.09704,32.62552
./mandelbrot_pth 0.175 0.375 -0.1 0.1 8192 1 ,SEQ,1,8192,1,6,0.00001,1.48105,30.02949,1.08503,32.59558
./mandelbrot_pth 0.175 0.375 -0.1 0.1 8192 1 ,SEQ,1,8192,1,7,0.00001,1.43012,29.95332,1.08437,32.46783
./mandelbrot_pth 0.175 0.375 -0.1 0.1 8192 1 ,SEQ,1,8192,1,8,0.00002,1.52609,29.94139,1.13807,32.60557
./mandelbrot_pth 0.175 0.375 -0.1 0.1 8192 1 ,SEQ,1,8192,1,9,0.00001,1.47579,30.01198,1.08425,32.57204
./mandelbrot_pth -0.8 -0.7 0.05 0.15 16 1 ,SEQ,2,16,1,0,0.00001,0.00003,0.00045,0.22961,0.23010
./mandelbrot_pth -0.8 -0.7 0.05 0.15 16 1 ,SEQ,2,16,1,1,0.00001,0.00004,0.00039,0.00008,0.00053
./mandelbrot_pth -0.8 -0.7 0.05 0.15 16 1 ,SEQ,2,16,1,2,0.00001,0.00003,0.00036,0.01212,0.01253
./mandelbrot_pth -0.8 -0.7 0.05 0.15 16 1 ,SEQ,2,16,1,3,0.00002,0.00004,0.00039,0.01728,0.01772
./mandelbrot_pth -0.8 -0.7 0.05 0.15 16 1 ,SEQ,2,16,1,4,0.00001,0.00003,0.00052,0.01629,0.01686
./mandelbrot_pth -0.8 -0.7 0.05 0.15 16 1 ,SEQ,2,16,1,5,0.00001,0.00003,0.00041,0.01669,0.01716
./mandelbrot_pth -0.8 -0.7 0.05 0.15 16 1 ,SEQ,2,16,1,6,0.00001,0.00003,0.00046,0.01642,0.01692
./mandelbrot_pth -0.8 -0.7 0.05 0.15 16 1 ,SEQ,2,16,1,7,0.00001,0.00003,0.00042,0.01695,0.01741
./mandelbrot_pth -0.8 -0.7 0.05 0.15 16 1 ,SEQ,2,16,1,8,0.00002,0.00004,0.00052,0.01604,0.01662
./mandelbrot_pth -0.8 -0.7 0.05 0.15 16 1 ,SEQ,2,16,1,9,0.00001,0.00003,0.00042,0.00009,0.00054
./mandelbrot_pth -0.8 -0.7 0.05 0.15 32 1 ,SEQ,2,32,1,0,0.00001,0.00005,0.00086,0.00008,0.00099
./mandelbrot_pth -0.8 -0.7 0.05 0.15 32 1 ,SEQ,2,32,1,1,0.00001,0.00005,0.00084,0.01275,0.01364
./mandelbrot_pth -0.8 -0.7 0.05 0.15 32 1 ,SEQ,2,32,1,2,0.00001,0.00004,0.00089,0.01694,0.01788
./mandelbrot_pth -0.8 -0.7 0.05 0.15 32 1 ,SEQ,2,32,1,3,0.00001,0.00004,0.00077,0.01618,0.01701
./mandelbrot_pth -0.8 -0.7 0.05 0.15 32 1 ,SEQ,2,32,1,4,0.00001,0.00004,0.00080,0.00008,0.00094
./mandelbrot_pth -0.8 -0.7 0.05 0.15 32 1 ,SEQ,2,32,1,5,0.00001,0.00004,0.00076,0.00584,0.00665
./mandelbrot_pth -0.8 -0.7 0.05 0.15 32 1 ,SEQ,2,32,1,6,0.00001,0.00004,0.00106,0.00660,0.00772
./mandelbrot_pth -0.8 -0.7 0.05 0.15 32 1 ,SEQ,2,32,1,7,0.00001,0.00004,0.00080,0.00328,0.00413
./mandelbrot_pth -0.8 -0.7 0.05 0.15 32 1 ,SEQ,2,32,1,8,0.00001,0.00004,0.00071,0.00007,0.00083
./mandelbrot_pth -0.8 -0.7 0.05 0.15 32 1 ,SEQ,2,32,1,9,0.00001,0.00004,0.00069,0.00007,0.00080
./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 1 ,SEQ,2,64,1,0,0.00001,0.00009,0.00217,0.00012,0.00238
./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 1 ,SEQ,2,64,1,1,0.00001,0.00009,0.00209,0.00011,0.00229
./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 1 ,SEQ,2,64,1,2,0.00001,0.00008,0.00245,0.00016,0.00269
./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 1 ,SEQ,2,64,1,3,0.00001,0.00009,0.00215,0.00017,0.00241
./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 1 ,SEQ,2,64,1,4,0.00001,0.00008,0.00216,0.00011,0.00237
./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 1 ,SEQ,2,64,1,5,0.00001,0.00010,0.00214,0.00011,0.00236
./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 1 ,SEQ,2,64,1,6,0.00001,0.00009,0.00212,0.00014,0.00235
./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 1 ,SEQ,2,64,1,7,0.00002,0.00012,0.00213,0.00014,0.00241
./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 1 ,SEQ,2,64,1,8,0.00001,0.00009,0.00217,0.00011,0.00238
./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 1 ,SEQ,2,64,1,9,0.00001,0.00008,0.00227,0.00012,0.00248
./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 1 ,SEQ,2,128,1,0,0.00001,0.00028,0.00810,0.00033,0.00872
./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 1 ,SEQ,2,128,1,1,0.00001,0.00028,0.00802,0.00030,0.00861
./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 1 ,SEQ,2,128,1,2,0.00001,0.00030,0.00820,0.00035,0.00885
./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 1 ,SEQ,2,128,1,3,0.00001,0.00033,0.00798,0.00044,0.00876
./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 1 ,SEQ,2,128,1,4,0.00001,0.00028,0.00795,0.00031,0.00855
./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 1 ,SEQ,2,128,1,5,0.00001,0.00028,0.00828,0.00036,0.00893
./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 1 ,SEQ,2,128,1,6,0.00001,0.00029,0.00798,0.00030,0.00858
./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 1 ,SEQ,2,128,1,7,0.00001,0.00040,0.00860,0.00040,0.00941
./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 1 ,SEQ,2,128,1,8,0.00001,0.00030,0.00849,0.00037,0.00917
./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 1 ,SEQ,2,128,1,9,0.00001,0.00029,0.00815,0.00032,0.00878
./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 1 ,SEQ,2,256,1,0,0.00001,0.00119,0.03243,0.00110,0.03473
./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 1 ,SEQ,2,256,1,1,0.00001,0.00111,0.03267,0.00172,0.03551
./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 1 ,SEQ,2,256,1,2,0.00001,0.00162,0.03340,0.00114,0.03617
./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 1 ,SEQ,2,256,1,3,0.00001,0.00111,0.03278,0.00121,0.03511
./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 1 ,SEQ,2,256,1,4,0.00001,0.00108,0.03248,0.00111,0.03467
./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 1 ,SEQ,2,256,1,5,0.00002,0.00145,0.03150,0.00124,0.03420
./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 1 ,SEQ,2,256,1,6,0.00001,0.00105,0.03179,0.00112,0.03397
./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 1 ,SEQ,2,256,1,7,0.00001,0.00110,0.03196,0.00118,0.03425
./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 1 ,SEQ,2,256,1,8,0.00001,0.00106,0.03176,0.00111,0.03394
./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 1 ,SEQ,2,256,1,9,0.00001,0.00107,0.03163,0.00110,0.03381
./mandelbrot_pth -0.8 -0.7 0.05 0.15 512 1 ,SEQ,2,512,1,0,0.00001,0.00427,0.12963,0.00502,0.13892
./mandelbrot_pth -0.8 -0.7 0.05 0.15 512 1 ,SEQ,2,512,1,1,0.00001,0.00429,0.13315,0.00495,0.14240
./mandelbrot_pth -0.8 -0.7 0.05 0.15 512 1 ,SEQ,2,512,1,2,0.00001,0.00532,0.12998,0.00455,0.13986
./mandelbrot_pth -0.8 -0.7 0.05 0.15 512 1 ,SEQ,2,512,1,3,0.00001,0.00437,0.12601,0.00417,0.13456
./mandelbrot_pth -0.8 -0.7 0.05 0.15 512 1 ,SEQ,2,512,1,4,0.00001,0.00441,0.12521,0.00430,0.13394
./mandelbrot_pth -0.8 -0.7 0.05 0.15 512 1 ,SEQ,2,512,1,5,0.00001,0.00597,0.13346,0.00533,0.14476
./mandelbrot_pth -0.8 -0.7 0.05 0.15 512 1 ,SEQ,2,512,1,6,0.00001,0.00537,0.14513,0.00560,0.15611
./mandelbrot_pth -0.8 -0.7 0.05 0.15 512 1 ,SEQ,2,512,1,7,0.00001,0.00514,0.13907,0.00451,0.14873
./mandelbrot_pth -0.8 -0.7 0.05 0.15 512 1 ,SEQ,2,512,1,8,0.00001,0.00482,0.13677,0.00473,0.14633
./mandelbrot_pth -0.8 -0.7 0.05 0.15 512 1 ,SEQ,2,512,1,9,0.00001,0.00492,0.12821,0.00486,0.13800
./mandelbrot_pth -0.8 -0.7 0.05 0.15 1024 1 ,SEQ,2,1024,1,0,0.00001,0.01683,0.51265,0.01656,0.54605
./mandelbrot_pth -0.8 -0.7 0.05 0.15 1024 1 ,SEQ,2,1024,1,1,0.00001,0.01730,0.50942,0.01701,0.54374
./mandelbrot_pth -0.8 -0.7 0.05 0.15 1024 1 ,SEQ,2,1024,1,2,0.00001,0.01758,0.51134,0.01900,0.54793
./mandelbrot_pth -0.8 -0.7 0.05 0.15 1024 1 ,SEQ,2,1024,1,3,0.00001,0.01686,0.50807,0.01668,0.54163
./mandelbrot_pth -0.8 -0.7 0.05 0.15 1024 1 ,SEQ,2,1024,1,4,0.00001,0.01745,0.51293,0.01708,0.54746
./mandelbrot_pth -0.8 -0.7 0.05 0.15 1024 1 ,SEQ,2,1024,1,5,0.00001,0.01945,0.51060,0.01826,0.54832
./mandelbrot_pth -0.8 -0.7 0.05 0.15 1024 1 ,SEQ,2,1024,1,6,0.00001,0.01720,0.51033,0.01667,0.54421
./mandelbrot_pth -0.8 -0.7 0.05 0.15 1024 1 ,SEQ,2,1024,1,7,0.00001,0.01684,0.51225,0.01704,0.54614
./mandelbrot_pth -0.8 -0.7 0.05 0.15 1024 1 ,SEQ,2,1024,1,8,0.00001,0.01691,0.51093,0.01698,0.54483
./mandelbrot_pth -0.8 -0.7 0.05 0.15 1024 1 ,SEQ,2,1024,1,9,0.00001,0.01785,0.50753,0.01649,0.54187
./mandelbrot_pth -0.8 -0.7 0.05 0.15 2048 1 ,SEQ,2,2048,1,0,0.00001,0.06716,2.01878,0.06647,2.15243
./mandelbrot_pth -0.8 -0.7 0.05 0.15 2048 1 ,SEQ,2,2048,1,1,0.00001,0.06740,2.02231,0.06823,2.15795
./mandelbrot_pth -0.8 -0.7 0.05 0.15 2048 1 ,SEQ,2,2048,1,2,0.00001,0.06652,2.03104,0.06747,2.16505
./mandelbrot_pth -0.8 -0.7 0.05 0.15 2048 1 ,SEQ,2,2048,1,3,0.00001,0.06783,2.02436,0.06729,2.15948
./mandelbrot_pth -0.8 -0.7 0.05 0.15 2048 1 ,SEQ,2,2048,1,4,0.00001,0.06673,2.02515,0.07350,2.16539
./mandelbrot_pth -0.8 -0.7 0.05 0.15 2048 1 ,SEQ,2,2048,1,5,0.00003,0.06396,2.02751,0.06788,2.15938
./mandelbrot_pth -0.8 -0.7 0.05 0.15 2048 1 ,SEQ,2,2048,1,6,0.00001,0.06789,2.02290,0.06725,2.15805
./mandelbrot_pth -0.8 -0.7 0.05 0.15 2048 1 ,SEQ,2,2048,1,7,0.00001,0.06647,2.02753,0.06907,2.16307
./mandelbrot_pth -0.8 -0.7 0.05 0.15 2048 1 ,SEQ,2,2048,1,8,0.00001,0.06555,2.02791,0.06932,2.16279
./mandelbrot_pth -0.8 -0.7 0.05 0.15 2048 1 ,SEQ,2,2048,1,9,0.00001,0.06747,2.01145,0.06688,2.14581
./mandelbrot_pth -0.8 -0.7 0.05 0.15 4096 1 ,SEQ,2,4096,1,0,0.00001,0.29933,8.02167,0.26959,8.59061
./mandelbrot_pth -0.8 -0.7 0.05 0.15 4096 1 ,SEQ,2,4096,1,1,0.00001,0.31147,8.04256,0.30477,8.65881
./mandelbrot_pth -0.8 -0.7 0.05 0.15 4096 1 ,SEQ,2,4096,1,2,0.00002,0.40588,8.05344,0.27809,8.73743
./mandelbrot_pth -0.8 -0.7 0.05 0.15 4096 1 ,SEQ,2,4096,1,3,0.00001,0.32599,8.10463,0.27070,8.70132
./mandelbrot_pth -0.8 -0.7 0.05 0.15 4096 1 ,SEQ,2,4096,1,4,0.00001,0.32735,8.05114,0.27500,8.65350
./mandelbrot_pth -0.8 -0.7 0.05 0.15 4096 1 ,SEQ,2,4096,1,5,0.00001,0.31682,8.03903,0.26750,8.62336
./mandelbrot_pth -0.8 -0.7 0.05 0.15 4096 1 ,SEQ,2,4096,1,6,0.00004,0.31852,8.01322,0.26535,8.59712
./mandelbrot_pth -0.8 -0.7 0.05 0.15 4096 1 ,SEQ,2,4096,1,7,0.00001,0.31246,8.05776,0.27109,8.64132
./mandelbrot_pth -0.8 -0.7 0.05 0.15 4096 1 ,SEQ,2,4096,1,8,0.00001,0.33173,8.03247,0.27047,8.63468
./mandelbrot_pth -0.8 -0.7 0.05 0.15 4096 1 ,SEQ,2,4096,1,9,0.00001,0.31474,8.03088,0.26700,8.61263
./mandelbrot_pth -0.8 -0.7 0.05 0.15 8192 1 ,SEQ,2,8192,1,0,0.00004,1.36255,32.03115,1.08318,34.47691
./mandelbrot_pth -0.8 -0.7 0.05 0.15 8192 1 ,SEQ,2,8192,1,1,0.00001,1.47995,32.02259,1.08977,34.59231
./mandelbrot_pth -0.8 -0.7 0.05 0.15 8192 1 ,SEQ,2,8192,1,2,0.00001,1.46542,32.00248,1.08690,34.55482
./mandelbrot_pth -0.8 -0.7 0.05 0.15 8192 1 ,SEQ,2,8192,1,3,0.00001,1.42054,32.22548,1.08556,34.73159
./mandelbrot_pth -0.8 -0.7 0.05 0.15 8192 1 ,SEQ,2,8192,1,4,0.00001,1.50404,32.00090,1.07200,34.57695
./mandelbrot_pth -0.8 -0.7 0.05 0.15 8192 1 ,SEQ,2,8192,1,5,0.00001,1.45498,31.95584,1.08289,34.49372
./mandelbrot_pth -0.8 -0.7 0.05 0.15 8192 1 ,SEQ,2,8192,1,6,0.00008,1.56332,31.97340,1.08434,34.62114
./mandelbrot_pth -0.8 -0.7 0.05 0.15 8192 1 ,SEQ,2,8192,1,7,0.00001,1.56748,32.33158,1.08179,34.98086
./mandelbrot_pth -0.8 -0.7 0.05 0.15 8192 1 ,SEQ,2,8192,1,8,0.00001,1.54918,32.01061,1.08731,34.64711
./mandelbrot_pth -0.8 -0.7 0.05 0.15 8192 1 ,SEQ,2,8192,1,9,0.00001,1.41895,32.03785,1.07344,34.53026
./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 1 ,SEQ,3,16,1,0,0.00001,0.00003,0.00032,0.26587,0.26623
./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 1 ,SEQ,3,16,1,1,0.00001,0.00003,0.00023,0.00011,0.00038
./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 1 ,SEQ,3,16,1,2,0.00002,0.00004,0.00025,0.00007,0.00037
./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 1 ,SEQ,3,16,1,3,0.00001,0.00004,0.00022,0.00008,0.00035
./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 1 ,SEQ,3,16,1,4,0.00001,0.00003,0.00017,0.00011,0.00031
./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 1 ,SEQ,3,16,1,5,0.00001,0.00003,0.00025,0.00012,0.00041
./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 1 ,SEQ,3,16,1,6,0.00002,0.00004,0.00019,0.00007,0.00031
./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 1 ,SEQ,3,16,1,7,0.00002,0.00004,0.00023,0.00009,0.00038
./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 1 ,SEQ,3,16,1,8,0.00001,0.00003,0.00024,0.00009,0.00037
./mandelbrot_pth -2.5 1.5 -2.0 2.0 16 1 ,SEQ,3,16,1,9,0.00001,0.00003,0.00017,0.00008,0.00029
./mandelbrot_pth -2.5 1.5 -2.0 2.0 32 1 ,SEQ,3,32,1,0,0.00001,0.00006,0.00027,0.00011,0.00045
./mandelbrot_pth -2.5 1.5 -2.0 2.0 32 1 ,SEQ,3,32,1,1,0.00001,0.00005,0.00026,0.00008,0.00040
./mandelbrot_pth -2.5 1.5 -2.0 2.0 32 1 ,SEQ,3,32,1,2,0.00001,0.00006,0.00026,0.00009,0.00041
./mandelbrot_pth -2.5 1.5 -2.0 2.0 32 1 ,SEQ,3,32,1,3,0.00002,0.00006,0.00029,0.00012,0.00047
./mandelbrot_pth -2.5 1.5 -2.0 2.0 32 1 ,SEQ,3,32,1,4,0.00001,0.00004,0.00027,0.00009,0.00042
./mandelbrot_pth -2.5 1.5 -2.0 2.0 32 1 ,SEQ,3,32,1,5,0.00001,0.00005,0.00025,0.00009,0.00041
./mandelbrot_pth -2.5 1.5 -2.0 2.0 32 1 ,SEQ,3,32,1,6,0.00001,0.00007,0.00029,0.00008,0.00045
./mandelbrot_pth -2.5 1.5 -2.0 2.0 32 1 ,SEQ,3,32,1,7,0.00001,0.00005,0.00028,0.00008,0.00042
./mandelbrot_pth -2.5 1.5 -2.0 2.0 32 1 ,SEQ,3,32,1,8,0.00001,0.00005,0.00028,0.00008,0.00041
./mandelbrot_pth -2.5 1.5 -2.0 2.0 32 1 ,SEQ,3,32,1,9,0.00001,0.00006,0.00031,0.00010,0.00047
./mandelbrot_pth -2.5 1.5 -2.0 2.0 64 1 ,SEQ,3,64,1,0,0.00001,0.00017,0.00057,0.00020,0.00095
./mandelbrot_pth -2.5 1.5 -2.0 2.0 64 1 ,SEQ,3,64,1,1,0.00001,0.00011,0.00054,0.00016,0.00082
./mandelbrot_pth -2.5 1.5 -2.0 2.0 64 1 ,SEQ,3,64,1,2,0.00002,0.00017,0.00064,0.00017,0.00099
./mandelbrot_pth -2.5 1.5 -2.0 2.0 64 1 ,SEQ,3,64,1,3,0.00001,0.00013,0.00060,0.00015,0.00089
./mandelbrot_pth -2.5 1.5 -2.0 2.0 64 1 ,SEQ,3,64,1,4,0.00001,0.00011,0.00054,0.00019,0.00085
./mandelbrot_pth -2.5 1.5 -2.0 2.0 64 1 ,SEQ,3,64,1,5,0.00001,0.00014,0.00055,0.00017,0.00088
./mandelbrot_pth -2.5 1.5 -2.0 2.0 64 1 ,SEQ,3,64,1,6,0.00001,0.00010,0.00056,0.00014,0.00081
./mandelbrot_pth -2.5 1.5 -2.0 2.0 64 1 ,SEQ,3,64,1,7,0.00001,0.00011,0.00051,0.00015,0.00077
./mandelbrot_pth -2.5 1.5 -2.0 2.0 64 1 ,SEQ,3,64,1,8,0.00001,0.00010,0.00056,0.00017,0.00084
./mandelbrot_pth -2.5 1.5 -2.0 2.0 64 1 ,SEQ,3,64,1,9,0.00001,0.00011,0.00055,0.00016,0.00083
./mandelbrot_pth -2.5 1.5 -2.0 2.0 128 1 ,SEQ,3,128,1,0,0.00001,0.00039,0.00171,0.00049,0.00260
./mandelbrot_pth -2.5 1.5 -2.0 2.0 128 1 ,SEQ,3,128,1,1,0.00001,0.00059,0.00168,0.00041,0.00269
./mandelbrot_pth -2.5 1.5 -2.0 2.0 128 1 ,SEQ,3,128,1,2,0.00001,0.00046,0.00173,0.00039,0.00259
./mandelbrot_pth -2.5 1.5 -2.0 2.0 128 1 ,SEQ,3,128,1,3,0.00002,0.00059,0.00177,0.00048,0.00286
./mandelbrot_pth -2.5 1.5 -2.0 2.0 128 1 ,SEQ,3,128,1,4,0.00001,0.00037,0.00172,0.00043,0.00254
./mandelbrot_pth -2.5 1.5 -2.0 2.0 128 1 ,SEQ,3,128,1,5,0.00001,0.00037,0.00159,0.00042,0.00239
./mandelbrot_pth -2.5 1.5 -2.0 2.0 128 1 ,SEQ,3,128,1,6,0.00001,0.00036,0.00166,0.00041,0.00244
./mandelbrot_pth -2.5 1.5 -2.0 2.0 128 1 ,SEQ,3,128,1,7,0.00002,0.00056,0.00169,0.00045,0.00272
./mandelbrot_pth -2.5 1.5 -2.0 2.0 128 1 ,SEQ,3,128,1,8,0.00001,0.00039,0.00160,0.00050,0.00251
./mandelbrot_pth -2.5 1.5 -2.0 2.0 128 1 ,SEQ,3,128,1,9,0.00001,0.00039,0.00160,0.00041,0.00240
./mandelbrot_pth -2.5 1.5 -2.0 2.0 256 1 ,SEQ,3,256,1,0,0.00001,0.00173,0.00689,0.00164,0.01027
./mandelbrot_pth -2.5 1.5 -2.0 2.0 256 1 ,SEQ,3,256,1,1,0.00001,0.00178,0.00636,0.00145,0.00960
./mandelbrot_pth -2.5 1.5 -2.0 2.0 256 1 ,SEQ,3,256,1,2,0.00002,0.00153,0.00602,0.00156,0.00913
./mandelbrot_pth -2.5 1.5 -2.0 2.0 256 1 ,SEQ,3,256,1,3,0.00001,0.00150,0.00540,0.00196,0.00887
./mandelbrot_pth -2.5 1.5 -2.0 2.0 256 1 ,SEQ,3,256,1,4,0.00001,0.00149,0.00550,0.00178,0.00879
./mandelbrot_pth -2.5 1.5 -2.0 2.0 256 1 ,SEQ,3,256,1,5,0.00002,0.00196,0.00557,0.00185,0.00939
./mandelbrot_pth -2.5 1.5 -2.0 2.0 256 1 ,SEQ,3,256,1,6,0.00002,0.00197,0.00586,0.00164,0.00949
./mandelbrot_pth -2.5 1.5 -2.0 2.0 256 1 ,SEQ,3,256,1,7,0.00001,0.00183,0.00636,0.00143,0.00963
./mandelbrot_pth -2.5 1.5 -2.0 2.0 256 1 ,SEQ,3,256,1,8,0.00002,0.00201,0.00629,0.00144,0.00976
./mandelbrot_pth -2.5 1.5 -2.0 2.0 256 1 ,SEQ,3,256,1,9,0.00001,0.00162,0.00525,0.00164,0.00852
./mandelbrot_pth -2.5 1.5 -2.0 2.0 512 1 ,SEQ,3,512,1,0,0.00001,0.00497,0.02025,0.00514,0.03037
./mandelbrot_pth -2.5 1.5 -2.0 2.0 512 1 ,SEQ,3,512,1,1,0.00001,0.00491,0.01932,0.00479,0.02903
./mandelbrot_pth -2.5 1.5 -2.0 2.0 512 1 ,SEQ,3,512,1,2,0.00001,0.00491,0.02057,0.00479,0.03028
./mandelbrot_pth -2.5 1.5 -2.0 2.0 512 1 ,SEQ,3,512,1,3,0.00004,0.00532,0.02091,0.00500,0.03128
./mandelbrot_pth -2.5 1.5 -2.0 2.0 512 1 ,SEQ,3,512,1,4,0.00001,0.00537,0.02198,0.00582,0.03319
./mandelbrot_pth -2.5 1.5 -2.0 2.0 512 1 ,SEQ,3,512,1,5,0.00002,0.00637,0.02227,0.00571,0.03436
./mandelbrot_pth -2.5 1.5 -2.0 2.0 512 1 ,SEQ,3,512,1,6,0.00002,0.00927,0.02650,0.00477,0.04056
./mandelbrot_pth -2.5 1.5 -2.0 2.0 512 1 ,SEQ,3,512,1,7,0.00003,0.00683,0.02204,0.00546,0.03436
./mandelbrot_pth -2.5 1.5 -2.0 2.0 512 1 ,SEQ,3,512,1,8,0.00001,0.00499,0.02277,0.00588,0.03366
./mandelbrot_pth -2.5 1.5 -2.0 2.0 512 1 ,SEQ,3,512,1,9,0.00002,0.00605,0.02246,0.00540,0.03392
./mandelbrot_pth -2.5 1.5 -2.0 2.0 1024 1 ,SEQ,3,1024,1,0,0.00002,0.02165,0.08839,0.01906,0.12912
./mandelbrot_pth -2.5 1.5 -2.0 2.0 1024 1 ,SEQ,3,1024,1,1,0.00001,0.02390,0.08779,0.02026,0.13196
./mandelbrot_pth -2.5 1.5 -2.0 2.0 1024 1 ,SEQ,3,1024,1,2,0.00001,0.01940,0.08341,0.02140,0.12422
./mandelbrot_pth -2.5 1.5 -2.0 2.0 1024 1 ,SEQ,3,1024,1,3,0.00002,0.01990,0.08617,0.02057,0.12667
./mandelbrot_pth -2.5 1.5 -2.0 2.0 1024 1 ,SEQ,3,1024,1,4,0.00002,0.01873,0.08329,0.02027,0.12230
./mandelbrot_pth -2.5 1.5 -2.0 2.0 1024 1 ,SEQ,3,1024,1,5,0.00001,0.02009,0.08395,0.02041,0.12447
./mandelbrot_pth -2.5 1.5 -2.0 2.0 1024 1 ,SEQ,3,1024,1,6,0.00001,0.02292,0.08344,0.01901,0.12539
./mandelbrot_pth -2.5 1.5 -2.0 2.0 1024 1 ,SEQ,3,1024,1,7,0.00003,0.02138,0.08654,0.02145,0.12940
./mandelbrot_pth -2.5 1.5 -2.0 2.0 1024 1 ,SEQ,3,1024,1,8,0.00002,0.02159,0.08899,0.02016,0.13075
./mandelbrot_pth -2.5 1.5 -2.0 2.0 1024 1 ,SEQ,3,1024,1,9,0.00002,0.02000,0.08485,0.02189,0.12675
./mandelbrot_pth -2.5 1.5 -2.0 2.0 2048 1 ,SEQ,3,2048,1,0,0.00001,0.07952,0.32603,0.08242,0.48799
./mandelbrot_pth -2.5 1.5 -2.0 2.0 2048 1 ,SEQ,3,2048,1,1,0.00001,0.07852,0.33222,0.06881,0.47956
./mandelbrot_pth -2.5 1.5 -2.0 2.0 2048 1 ,SEQ,3,2048,1,2,0.00001,0.06983,0.29600,0.06674,0.43257
./mandelbrot_pth -2.5 1.5 -2.0 2.0 2048 1 ,SEQ,3,2048,1,3,0.00001,0.06766,0.28857,0.07797,0.43421
./mandelbrot_pth -2.5 1.5 -2.0 2.0 2048 1 ,SEQ,3,2048,1,4,0.00001,0.06619,0.28765,0.06613,0.41998
./mandelbrot_pth -2.5 1.5 -2.0 2.0 2048 1 ,SEQ,3,2048,1,5,0.00001,0.06450,0.28080,0.06562,0.41094
./mandelbrot_pth -2.5 1.5 -2.0 2.0 2048 1 ,SEQ,3,2048,1,6,0.00001,0.06815,0.28787,0.06594,0.42197
./mandelbrot_pth -2.5 1.5 -2.0 2.0 2048 1 ,SEQ,3,2048,1,7,0.00001,0.06675,0.28365,0.06772,0.41814
./mandelbrot_pth -2.5 1.5 -2.0 2.0 2048 1 ,SEQ,3,2048,1,8,0.00001,0.06515,0.30253,0.06644,0.43413
./mandelbrot_pth -2.5 1.5 -2.0 2.0 2048 1 ,SEQ,3,2048,1,9,0.00001,0.06548,0.26819,0.07003,0.40371
./mandelbrot_pth -2.5 1.5 -2.0 2.0 4096 1 ,SEQ,3,4096,1,0,0.00001,0.31985,1.12617,0.27760,1.72363
./mandelbrot_pth -2.5 1.5 -2.0 2.0 4096 1 ,SEQ,3,4096,1,1,0.00001,0.31007,1.13705,0.26934,1.71648
